time;value
0;0.244862219773832
0.0104166666666667;2.76635426547439
0.0208333333333333;1.80120764049576
0.0312500000000000;2.12710999044671
0.0416666666666667;1.96347330458872
0.0520833333333333;1.77559779257702
0.0625000000000000;1.38763947560638
0.0729166666666667;2.37833406807223
0.0833333333333333;1.95812406260492
0.0937500000000000;1.85176608059784
0.104166666666667;1.82750070297878
0.114583333333333;1.97783592917618
0.125000000000000;2.07804989587880
0.135416666666667;1.98225487236664
0.145833333333333;2.23640935348995
0.156250000000000;2.16462705486076
0.166666666666667;1.94390956993707
0.177083333333333;2.02879051795391
0.187500000000000;2.56824673847563
0.197916666666667;1.81068172452753
0.208333333333333;2.50461167108179
0.218750000000000;1.80811638742731
0.229166666666667;1.94759621590352
0.239583333333333;1.96597335878470
0.250000000000000;2.19912179380501
0.260416666666667;1.79153389860329
0.270833333333333;1.90220670525341
0.281250000000000;2.02447476534908
0.291666666666667;1.93199003201760
0.302083333333333;2.53176182638982
0.312500000000000;2.23905959874233
0.322916666666667;1.84602957006933
0.333333333333333;2.50551542504042
0.343750000000000;1.84997863387008
0.354166666666667;1.68763762487449
0.364583333333333;1.74247672461396
0.375000000000000;2.03607659630414
0.385416666666667;1.73636968294947
0.395833333333333;2.22141965855967
0.406250000000000;1.90923538239172
0.416666666666667;2.17250197442167
0.427083333333333;1.61197005846250
0.437500000000000;1.62106745085200
0.447916666666667;2.25301227093212
0.458333333333333;1.64443419523756
0.468750000000000;1.82310338768130
0.479166666666667;1.93826838522363
0.489583333333333;1.88749080582765
0.500000000000000;2.00736691589724
0.510416666666667;1.95811312465573
0.520833333333333;2.13087748564592
0.531250000000000;2.16598905110449
0.541666666666667;1.70433502445367
0.552083333333333;2.06469769825011
0.562500000000000;2.19634184573798
0.572916666666667;2.01733799399454
0.583333333333333;1.67505027274932
0.593750000000000;1.69045917812911
0.604166666666667;2.43747001859213
0.614583333333333;2.32792189713132
0.625000000000000;2.02365995193090
0.635416666666667;1.69810378670546
0.645833333333333;1.87355864745491
0.656250000000000;1.93139007534184
0.666666666666667;1.62241669152599
0.677083333333333;1.87632379582511
0.687500000000000;1.96394456029199
0.697916666666667;1.85175741377888
0.708333333333333;1.77754065175095
0.718750000000000;2.07326354849974
0.729166666666667;2.16386909477493
0.739583333333333;2.10101624264251
0.750000000000000;2.28129519984990
0.760416666666667;1.74389483554970
0.770833333333333;1.60885981541684
0.781250000000000;2.11095126083416
0.791666666666667;2.07763393287819
0.802083333333333;2.26356196591985
0.812500000000000;1.74476307479623
0.822916666666667;2.26156151646559
0.833333333333333;1.79040936672095
0.843750000000000;1.58028255864027
0.854166666666667;2.36183062038866
0.864583333333333;2.21600293887527
0.875000000000000;2.17196582160221
0.885416666666667;2.11864392493651
0.895833333333333;2.41138277969556
0.906250000000000;1.77563135003956
0.916666666666667;2.13484478860396
0.927083333333333;1.81984906764392
0.937500000000000;2.10421647745937
0.947916666666667;2.49871148697644
0.958333333333333;1.91918981578392
0.968750000000000;2.18289473755804
0.979166666666667;1.74796655997889
0.989583333333333;1.94923899171880
1;2.52839410983226
1.01041666666667;2.30567157255768
1.02083333333333;1.65985514579619
1.03125000000000;1.95431381740342
1.04166666666667;1.83929134349065
1.05208333333333;2.03076960940568
1.06250000000000;2.25131713603447
1.07291666666667;1.87197772363374
1.08333333333333;1.77095678839655
1.09375000000000;2.08913517466685
1.10416666666667;2.09710123665734
1.11458333333333;1.85454222544059
1.12500000000000;2.17891790561680
1.13541666666667;1.48012364770683
1.14583333333333;1.77004948013745
1.15625000000000;2.36295439764855
1.16666666666667;1.77555790047128
1.17708333333333;1.85798177037087
1.18750000000000;2.05250372024697
1.19791666666667;2.51169844907405
1.20833333333333;1.89958810822219
1.21875000000000;1.41336546373892
1.22916666666667;2.42387939549921
1.23958333333333;1.93241245320886
1.25000000000000;2.02937430844822
1.26041666666667;1.88217775956659
1.27083333333333;2.15712721218118
1.28125000000000;1.87570921663570
1.29166666666667;1.76349143758393
1.30208333333333;1.68717784401087
1.31250000000000;1.94773354702502
1.32291666666667;2.39086927936196
1.33333333333333;1.78192307292627
1.34375000000000;2.21059062633808
1.35416666666667;2.06951900651197
1.36458333333333;2.25251262520197
1.37500000000000;1.71254623831321
1.38541666666667;1.91763547130821
1.39583333333333;1.86407116365172
1.40625000000000;1.98855509563203
1.41666666666667;2.18427264374123
1.42708333333333;1.99275174190187
1.43750000000000;2.34201140959230
1.44791666666667;2.07788722007486
1.45833333333333;2.29513627419154
1.46875000000000;2.47971485090606
1.47916666666667;1.72506564147930
1.48958333333333;1.93997141720491
1.50000000000000;1.79402864457260
1.51041666666667;1.76858130012837
